molecule_chembl_id,pchembl_value,standard_type,standard_units,standard_value,type,units,value,SMILES
CHEMBL95,6.66,IC50,nM,218.78,-Log IC50,,6.66,Nc1c2c(nc3ccccc13)CCCC2
CHEMBL134488,5.73,IC50,nM,1862.09,-Log IC50,,5.73,COc1ccccc1CNCCCCCC(=O)NCCCCCCCCNC(=O)CCCCCNCc1ccccc1OC
CHEMBL134382,5.14,IC50,nM,7244.36,-Log IC50,,5.14,COc1ccccc1CNCCCCCCNCCCCCNCCCCCCNCc1ccccc1OC
CHEMBL59109,5.52,IC50,nM,3000,IC50,uM,3,NC12CC(C(F)(F)F)=CC(Cc3nc(O)ccc31)/C2=C\C(F)(F)F
CHEMBL286990,4.97,IC50,nM,10600,IC50,uM,10.6,C[n+]1ccn(COCC(C)(C)[N+](=O)[O-])c1/C=N/O.[Cl-]
CHEMBL294891,6.4,IC50,nM,400,IC50,uM,0.4,C/C=C1\C2C=C(C(F)(F)F)CC1(N)c1ccc(O)nc1C2
CHEMBL1255901,8.3,IC50,nM,5,IC50,uM,0.005,C/C=C1\[C@H]2C=C(C)C[C@@]1(N)c1ccc(=O)[nH]c1C2
CHEMBL95,6.59,IC50,nM,254,IC50,uM,0.254,Nc1c2c(nc3ccccc13)CCCC2
CHEMBL50608,4.94,IC50,nM,11480,IC50,uM,11.48,Nc1cc(-c2ccccc2)nc2ccccc12
CHEMBL29300,5.17,IC50,nM,6800,IC50,uM,6.8,CN(CCn1cc[n+](C)c1/C=N/O)S(C)(=O)=O.[Cl-]
CHEMBL27675,4.58,IC50,nM,26500,IC50,uM,26.5,C[n+]1ccn(COCCS(C)(=O)=O)c1/C=N/O.[Cl-]
CHEMBL435373,5.7,IC50,nM,2000,IC50,uM,2,CC1=CC2Cc3nc(O)ccc3C(N)(C1)/C2=C/C(F)(F)F
CHEMBL60167,6.17,IC50,nM,676,IC50,uM,0.676,Nc1c2c(nc3ccccc13)-c1ccccc1C2
CHEMBL89012,5.53,IC50,nM,2980,IC50,uM,2.98,Nc1c2c(nc3ccccc13)-c1ccccc1CC2
CHEMBL314800,4.73,IC50,nM,18580,IC50,uM,18.58,Nc1c2c(nc3ccccc13)-c1ccccc1CS2
CHEMBL553212,4.75,IC50,nM,17900,IC50,uM,17.9,C[n+]1ccn(CCN2CCCC2)c1/C=N/O.[Cl-]
CHEMBL156630,5.38,IC50,nM,4190,IC50,uM,4.19,C/N=C1/CCc2c1n(C)c1ccc(OC(=O)NCc3ccccc3)c(Br)c21
CHEMBL315013,6.66,IC50,nM,219,IC50,uM,0.219,COc1cc2cc(C(=O)CC(O)C3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-]
CHEMBL155754,6.64,IC50,nM,230,IC50,uM,0.23,C/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)c(Cl)c21
CHEMBL314658,6.12,IC50,nM,750,IC50,uM,0.75,COc1cc2cc(C(=O)CC3=CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-]
CHEMBL87170,8.34,IC50,nM,4.6,IC50,uM,0.0046,COc1cc2cc(C(=O)CCc3cc[n+](Cc4ccccc4)cc3)sc2cc1OC
CHEMBL87959,6.41,IC50,nM,390,IC50,uM,0.39,COc1cc2cc(C(=O)CCC3CC[N+](C)(CCOc4ccccc4)CC3)sc2cc1OC.[Br-]
CHEMBL87295,5.59,IC50,nM,2570,IC50,uM,2.57,CCC[n+]1ccc(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)cc1.[Br-]
CHEMBL82810,7.4,IC50,nM,40,IC50,uM,0.04,COc1cc2cc(C(=O)CCc3cc[n+](CC4CCC4)cc3)sc2cc1OC.[Br-]
CHEMBL157182,6.17,IC50,nM,670,IC50,uM,0.67,C/N=C1/CCc2c1n(C)c1cc(Cl)c(OC(=O)NC)cc21
CHEMBL88049,6.96,IC50,nM,110,IC50,uM,0.11,COc1cc2cc(C(=O)CCCCC3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-]
CHEMBL87128,6.55,IC50,nM,280,IC50,uM,0.28,CC[n+]1ccc(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)cc1.[Br-]
CHEMBL160219,6.8,IC50,nM,160,IC50,uM,0.16,CNC(=O)Oc1ccc2c(c1)c1c(n2C)/C(=N\CCc2ccccc2)CC1
CHEMBL445916,6.64,IC50,nM,230,IC50,uM,0.23,CCCn1c2c(c3c(Br)c(OC(=O)NC)ccc31)CC/C2=N/CC
CHEMBL85473,4.71,IC50,nM,19580,IC50,uM,19.58,COc1cc2cc(C(O)C3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-]
CHEMBL87320,7.28,IC50,nM,53,IC50,uM,0.053,COCC[N+]1(C)CCC(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)CC1.[Br-]
CHEMBL87280,6,IC50,nM,1000,IC50,uM,1,COC(=O)c1ccc(C[n+]2ccc(CCC(=O)c3cc4cc(OC)c(OC)cc4s3)cc2)cc1
CHEMBL348607,5.5,IC50,nM,3170,IC50,uM,3.17,CCCCNC(=O)Oc1ccc2c(c1Br)c1c(n2C)/C(=N\C)CC1
CHEMBL313809,6.28,IC50,nM,520,IC50,uM,0.52,COc1cc2cc(C(=O)C=C3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-]
CHEMBL87849,8.59,IC50,nM,2.6,IC50,uM,0.0026,COc1cc2cc(C(=O)CCc3cc[n+](Cc4ccc(F)cc4)cc3)sc2cc1OC
CHEMBL314398,6.92,IC50,nM,120,IC50,uM,0.12,COc1cc2cc(C(=O)CC(OC)C3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-]
CHEMBL87373,6.96,IC50,nM,110,IC50,uM,0.11,COc1cc2cc(C(=O)CCc3cc[n+](CC4CC4)cc3)sc2cc1OC.[Br-]
CHEMBL156931,5.47,IC50,nM,3360,IC50,uM,3.36,C/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)cc21
CHEMBL83005,7.05,IC50,nM,90,IC50,uM,0.09,COc1cc2cc(C(=O)CC3(O)CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-]
CHEMBL315515,7.55,IC50,nM,28,IC50,uM,0.028,COc1cc2cc(C(=O)CCC3CC[N+](C)(CC4CCCCO4)CC3)sc2cc1OC.[Br-]
CHEMBL441632,6.05,IC50,nM,900,IC50,uM,0.9,COc1cc2cc(C(=O)CCc3cc[n+](C)cc3)sc2cc1OC.[Br-]
CHEMBL87937,7.52,IC50,nM,30,IC50,uM,0.03,COCC[n+]1ccc(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)cc1
CHEMBL441808,6.42,IC50,nM,380,IC50,uM,0.38,COc1cc2cc(C(=O)CC(O)CCC3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-]
CHEMBL87649,8.22,IC50,nM,6,IC50,uM,0.006,COc1cc2cc(C(=O)CCc3cc[n+](Cc4ccsc4)cc3)sc2cc1OC
CHEMBL160836,6.85,IC50,nM,140,IC50,uM,0.14,CC/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)c(Br)c21
CHEMBL156861,6.75,IC50,nM,180,IC50,uM,0.18,C/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)c(Br)c21
CHEMBL314766,7.27,IC50,nM,54,IC50,uM,0.054,COC(=O)C[N+]1(C)CCC(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)CC1.[Br-]
CHEMBL315013,6.18,IC50,nM,665,IC50,uM,0.665,COc1cc2cc(C(=O)CC(O)C3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-]
CHEMBL88026,8.1,IC50,nM,8,IC50,uM,0.008,COc1cc2cc(C(=O)CCC3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-]
CHEMBL86233,5,IC50,nM,10000,IC50,uM,10,COc1cc2cc(CC3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-]
CHEMBL155350,6.8,IC50,nM,160,IC50,uM,0.16,CC/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)c(Cl)c21
CHEMBL433041,8.05,IC50,nM,9,IC50,uM,0.009,CCCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C
CHEMBL155863,5.42,IC50,nM,3840,IC50,uM,3.84,CCC/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)cc21
CHEMBL87980,6.27,IC50,nM,540,IC50,uM,0.54,C=CC[n+]1ccc(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)cc1.[Br-]
CHEMBL87441,8.15,IC50,nM,7,IC50,uM,0.007,CCOCC[n+]1ccc(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)cc1
CHEMBL315013,7.37,IC50,nM,43,IC50,uM,0.043,COc1cc2cc(C(=O)CC(O)C3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-]
CHEMBL158946,7.22,IC50,nM,60,IC50,uM,0.06,C/N=C1/CCc2c1n(C)c1ccc(OC(=O)N(C)C)c(Br)c21
CHEMBL315013,6.72,IC50,nM,190,IC50,uM,0.19,COc1cc2cc(C(=O)CC(O)C3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-]
CHEMBL87550,5.57,IC50,nM,2670,IC50,uM,2.67,COc1cc2cc(C=C3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-]
CHEMBL609440,8.35,IC50,nM,4.5,IC50,uM,0.0045,COc1cc2cc(C(=O)CCc3cc[n+](Cc4ccc([N+](=O)[O-])o4)cc3)sc2cc1OC.[Br-]
CHEMBL350464,5.25,IC50,nM,5680,IC50,uM,5.68,CC/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)cc21
CHEMBL313271,7.5,IC50,nM,32,IC50,uM,0.032,COc1cc2cc(C(=O)CCC3CC[N+](C)(Cc4ccc([N+](=O)[O-])o4)CC3)sc2cc1OC.[Br-]
CHEMBL423313,7.1,IC50,nM,79,IC50,uM,0.079,COc1cc2cc(C(=O)CCC3CC[N+](C)(CC(=O)OC(C)(C)C)CC3)sc2cc1OC.[Br-]
CHEMBL309667,7.96,IC50,nM,10.9,IC50,nM,10.9,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCNC1N2
CHEMBL419470,7.66,IC50,nM,22.1,IC50,nM,22.1,C[C@@]12CCNC1Nc1ccc(OC(=O)Nc3ccccc3)cc12
CHEMBL80221,6.79,IC50,nM,161,IC50,nM,161,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2Cc1ccccc1
CHEMBL94,7.55,IC50,nM,27.9,IC50,nM,27.9,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C
CHEMBL431844,7.5,IC50,nM,31.5,IC50,nM,31.5,Nc1c2c(nc3ccccc13)C1CCC2C1
CHEMBL80247,7.86,IC50,nM,13.8,IC50,nM,13.8,CN1c2ccc(OC(=O)Nc3ccccc3)cc2[C@]2(C)CCNC12
CHEMBL418917,7.39,IC50,nM,40.8,IC50,nM,40.8,CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3NC12
CHEMBL77896,5.96,IC50,nM,1090,IC50,nM,1090,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(Cc3ccccc3)C1N2Cc1ccccc1
CHEMBL369661,7.16,IC50,nM,68.9,IC50,nM,68.9,Nc1c2c(nc3c(Cl)cccc13)CCCC2
CHEMBL94,7.21,IC50,nM,61,IC50,nM,61,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C
CHEMBL502,8.63,IC50,nM,2.33,IC50,nM,2.33,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2
CHEMBL74089,7.68,IC50,nM,21,IC50,nM,21,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCNC1N2C
CHEMBL134057,8.03,IC50,nM,9.4,IC50,nM,9.4,Nc1c2c(nc3cccc(Cl)c13)CCCC2
CHEMBL76640,5,IC50,nM,9890,IC50,nM,9890,CNC(=O)Oc1ccc2c(c1)[C@@]1(C)CCN(C)C1N2C
CHEMBL76241,6.48,IC50,nM,330,IC50,nM,330,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(Cc3ccccc3)C1N2C
CHEMBL431784,7.25,IC50,nM,56.7,IC50,nM,56.7,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2
CHEMBL51934,6.79,IC50,nM,164,IC50,nM,164,Nc1c2c(nc3ccccc13)CCCC2O
CHEMBL352500,8.35,IC50,nM,4.5,IC50,nM,4.5,Nc1c2c(nc3cc(Cl)ccc13)C1CCC2C1
CHEMBL292314,8.74,IC50,nM,1.8,IC50,nM,1.8,Nc1c2c(nc3cc(Cl)ccc13)CCCC2
CHEMBL355740,7.07,IC50,nM,84.3,IC50,nM,84.3,Nc1c2c(nc3c(Cl)cccc13)C1CCC2C1
CHEMBL54727,7.62,IC50,nM,24,IC50,nM,24,CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C)C12
CHEMBL75919,5.46,IC50,nM,3500,IC50,nM,3500,CN1CC[C@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C)C12
CHEMBL95,7.47,IC50,nM,33.5,IC50,nM,33.5,Nc1c2c(nc3ccccc13)CCCC2
CHEMBL309351,6.64,IC50,nM,231,IC50,nM,231,C[C@]12CCNC1Nc1ccc(OC(=O)Nc3ccccc3)cc12
CHEMBL75743,5.83,IC50,nM,1490,IC50,nM,1490,CNC(=O)Oc1ccc2c(c1)[C@@]1(C)CCNC1N2
CHEMBL76135,4.39,IC50,nM,41130,IC50,nM,41130,C[C@@]12CCN(Cc3ccccc3)C1N(Cc1ccccc1)c1ccc(OC(=O)Nc3ccccc3)cc12
CHEMBL440497,5.45,IC50,nM,3560,IC50,nM,3560,CNC(=O)Oc1ccc2c(c1)[C@@]1(C)CCN(Cc3ccccc3)C1N2Cc1ccccc1
CHEMBL368196,7.38,IC50,nM,42.2,IC50,nM,42.2,Nc1c2c(nc3cccc(Cl)c13)C1CCC2C1
CHEMBL62084,6.13,IC50,nM,743,IC50,nM,743,Nc1c2c(nc3ccc(Cl)cc13)CCCC2
CHEMBL172118,5.96,IC50,nM,1100,IC50,nM,1100,Nc1c2c(nc3ccc(Cl)cc13)C1CCC2C1
CHEMBL1202875,6.15,IC50,nM,710,IC50,nM,710,Cl.Cl.O.c1ccc(CN2CCC(CCOc3ccc(-c4ccccc4)nn3)CC2)cc1
CHEMBL95,6.84,IC50,nM,143,IC50,nM,143,Nc1c2c(nc3ccccc13)CCCC2
CHEMBL62084,5.43,IC50,nM,3680,IC50,nM,3680,Nc1c2c(nc3ccc(Cl)cc13)CCCC2
CHEMBL134057,7.41,IC50,nM,39,IC50,nM,39,Nc1c2c(nc3cccc(Cl)c13)CCCC2
CHEMBL436367,6.34,IC50,nM,455,IC50,nM,455,Nc1c2c(nc3c1CCCO3)CCCC2
CHEMBL132365,6.21,IC50,nM,615,IC50,nM,615,COc1cccc2nc3c(c(N)c12)CCCC3
CHEMBL3215535,6.85,IC50,nM,140,IC50,nM,140,Cl.Cl.c1ccc(CN2CCC(CCNc3ccc(-c4ccccc4)nn3)CC2)cc1
CHEMBL1202865,6.92,IC50,nM,120,IC50,nM,120,Cl.Cl.O.c1ccc(CN2CCC(CCNc3cc4c(nn3)-c3ccccc3CCC4)CC2)cc1
CHEMBL133520,6.47,IC50,nM,335,IC50,nM,335,Nc1c2c(nc3cccc(F)c13)OCCC2
CHEMBL130373,7.38,IC50,nM,42,IC50,nM,42,Nc1c2c(nc3cnccc13)OCCC2
CHEMBL95,7.02,IC50,nM,95,IC50,nM,95,Nc1c2c(nc3ccccc13)CCCC2
CHEMBL1202884,6.72,IC50,nM,190,IC50,nM,190,Cl.Cl.O.c1ccc(CN2CCC(CCNc3cc4ccc5ccccc5c4nn3)CC2)cc1
CHEMBL263198,6.44,IC50,nM,360,IC50,nM,360,Nc1c2c(nc3c1CCCC3)CCCC2
CHEMBL133906,7,IC50,nM,99,IC50,nM,99,Cc1cccc2nc3c(c(N)c12)CCCC3
CHEMBL1204162,7.13,IC50,nM,74,IC50,nM,74,Cl.O.c1ccc(CN2CCC(CCN=c3cc4c(n[nH]3)-c3ccccc3C4)CC2)cc1
CHEMBL134240,5.01,IC50,nM,9810,IC50,nM,9810,Nc1c2c(nc3ccc(Cl)cc13)OCCC2
CHEMBL132030,7.11,IC50,nM,78,IC50,nM,78,Nc1c2c(nc3cccc(F)c13)CCCC2
CHEMBL133448,6.37,IC50,nM,429,IC50,nM,429,Nc1c2c(nc3ncccc13)CCCC2
CHEMBL130880,6.18,IC50,nM,658,IC50,nM,658,Nc1c2c(nc3c1CCC3)CCCC2
CHEMBL1202874,6.33,IC50,nM,470,IC50,nM,470,Cl.Cl.c1ccc(CN2CCC(CCSc3ccc(-c4ccccc4)nn3)CC2)cc1
CHEMBL133441,5.2,IC50,nM,6262,IC50,nM,6262,Nc1c2c(nc3ncccc13)OCCC2
CHEMBL130427,5.58,IC50,nM,2600,IC50,nM,2600,Nc1c2c(nc3cnccc13)CCCC2
CHEMBL134154,6.22,IC50,nM,606,IC50,nM,606,COc1cccc2nc3c(c(N)c12)CCCO3
CHEMBL132260,6.58,IC50,nM,266,IC50,nM,266,Nc1c2c(nc3ccccc13)OCCC2
CHEMBL1204299,7.41,IC50,nM,39,IC50,nM,39,Cc1cc(=NCCC2CCN(Cc3ccccc3)CC2)[nH]nc1-c1ccccc1.Cl.Cl.O
CHEMBL1204296,7.18,IC50,nM,66,IC50,nM,66,CCc1cc(=NCCC2CCN(Cc3ccccc3)CC2)[nH]nc1-c1ccccc1.Cl.Cl.O
CHEMBL1202885,6.72,IC50,nM,190,IC50,nM,190,Cl.Cl.O.c1ccc(CN2CCC(CCNc3cc4c(nn3)-c3ccccc3CC4)CC2)cc1
CHEMBL502,7.8,IC50,nM,16,IC50,nM,16,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2
CHEMBL337453,6.5,IC50,nM,313,IC50,nM,313,Nc1c2c(nc3cccc(Cl)c13)OCCC2
CHEMBL335922,5.95,IC50,nM,1120,IC50,nM,1120,Nc1c2c(nc3c1CCCO3)CCC2
CHEMBL132619,6.82,IC50,nM,150,IC50,nM,150,Cc1cccc2nc3c(c(N)c12)CCCO3
CHEMBL61515,5,IC50,nM,10000,IC50,uM,10,C=CCC[N+](C)(C)c1ccccc1O.[Br-]
CHEMBL54126,8.7,IC50,nM,2,IC50,uM,0.002,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1.[Br-]
CHEMBL61965,5,IC50,nM,10000,IC50,uM,10,COc1ccc(C(=O)COc2ccc([N+](C)(C)Cc3ccccc3)cc2)cc1OC.[Br-]
CHEMBL59790,5.52,IC50,nM,3000,IC50,uM,3,COc1ccc(C(=O)CCc2ccc([N+](C)(C)C)cc2)cc1OC.[Br-]
CHEMBL300170,5.89,IC50,nM,1300,IC50,uM,1.3,COc1ccc(C(=O)CCc2ccc([N+](C)(C)Cc3ccccc3)cc2)cc1OC.[Br-]
CHEMBL61312,5.52,IC50,nM,3000,IC50,uM,3,C=CC[N+](C)(C)c1cccc(O)c1.[Br-]
CHEMBL59192,6,IC50,nM,1000,IC50,uM,1,C=CC[N+](C)(C)c1cccc(OC(C)=O)c1.[Br-]
CHEMBL58511,5,IC50,nM,10000,IC50,uM,10,C=CC[N+](C)(C)c1ccc(OCC(=O)c2ccc(OC)c(OC)c2)cc1.[Br-]
CHEMBL59074,5.98,IC50,nM,1040,IC50,uM,1.04,COc1ccc(C(=O)CCc2cccc([N+](C)(C)Cc3ccccc3)c2)cc1OC.[Br-]
CHEMBL60596,5.73,IC50,nM,1850,IC50,uM,1.85,C=CC[N+](C)(C)c1ccccc1O.[Br-]
CHEMBL62031,5,IC50,nM,10000,IC50,uM,10,COc1ccc(C(=O)COc2cccc([N+](C)(C)C)c2)cc1OC.[Br-]
CHEMBL60074,6.48,IC50,nM,330,IC50,uM,0.33,COc1ccc(C(=O)COc2cccc([N+](C)(C)Cc3ccccc3)c2)cc1OC.[Br-]
CHEMBL60180,5,IC50,nM,10000,IC50,uM,10,COc1ccc(C(=O)COc2ccc([N+](C)(C)C)cc2)cc1OC.[Br-]
CHEMBL60745,5.4,IC50,nM,3960,IC50,uM,3.96,CC[N+](C)(C)c1cccc(O)c1.[Br-]
CHEMBL58194,6,IC50,nM,1000,IC50,uM,1,C=CC[N+](C)(C)c1ccccc1OC.[Br-]
CHEMBL305670,7.64,IC50,nM,23,IC50,nM,23,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN[C@@H]1N2C
CHEMBL305670,7.68,IC50,nM,21,IC50,nM,21,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN[C@@H]1N2C
CHEMBL94,7.51,IC50,nM,31,IC50,nM,31,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C
CHEMBL94,7.46,IC50,nM,35,IC50,nM,35,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C
CHEMBL75729,6.82,IC50,nM,150,IC50,nM,150,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(CCc3ccccc3)[C@@H]1N2C
CHEMBL75729,6.66,IC50,nM,220,IC50,nM,220,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(CCc3ccccc3)[C@@H]1N2C
CHEMBL74950,6.64,IC50,nM,230,IC50,nM,230,COc1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)cc1
CHEMBL74950,6.46,IC50,nM,350,IC50,nM,350,COc1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)cc1
CHEMBL74107,7.82,IC50,nM,15,IC50,nM,15,CCCCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C
CHEMBL74107,7.8,IC50,nM,16,IC50,nM,16,CCCCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C
CHEMBL94,4.66,IC50,nM,22000,IC50,nM,22000,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C
CHEMBL94,4.6,IC50,nM,25000,IC50,nM,25000,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C
CHEMBL74257,6.72,IC50,nM,190,IC50,nM,190,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(Cc3ccccc3)[C@@H]1N2C
CHEMBL74257,6.48,IC50,nM,330,IC50,nM,330,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(Cc3ccccc3)[C@@H]1N2C
CHEMBL307721,7.5,IC50,nM,32,IC50,nM,32,C=CCN1CC[C@@]2(C)c3cc(OC(=O)NC)ccc3N(C)[C@@H]12
CHEMBL307721,7.35,IC50,nM,45,IC50,nM,45,C=CCN1CC[C@@]2(C)c3cc(OC(=O)NC)ccc3N(C)[C@@H]12
CHEMBL308503,4.5,IC50,nM,32000,IC50,nM,32000,CN1CC[C@@]2(C)c3cc(OC(=O)NC(C)(C)C)ccc3N(C)[C@@H]12
CHEMBL308503,4.64,IC50,nM,23000,IC50,nM,23000,CN1CC[C@@]2(C)c3cc(OC(=O)NC(C)(C)C)ccc3N(C)[C@@H]12
CHEMBL308043,6.51,IC50,nM,310,IC50,nM,310,CN(C)C(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C
CHEMBL308043,6.68,IC50,nM,210,IC50,nM,210,CN(C)C(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C
CHEMBL74926,7.44,IC50,nM,36,IC50,nM,36,CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C)[C@@H]12
CHEMBL74926,7.68,IC50,nM,21,IC50,nM,21,CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C)[C@@H]12
CHEMBL340542,4.16,IC50,nM,70000,IC50,uM,70,COc1ccc(C(=O)n2cc(/C=C3\CN(Cc4ccccc4)CCC3=O)c3ccccc32)cc1
CHEMBL128894,4.52,IC50,nM,30000,IC50,uM,30,O=C1CCN(Cc2ccccc2)C/C1=C\c1cccn1C(=O)c1ccccc1
CHEMBL340866,4.75,IC50,nM,18000,IC50,uM,18,O=C1/C(=C/c2ccc[nH]2)CN(Cc2ccccc2)C/C1=C\c1ccc[nH]1
CHEMBL337002,4.7,IC50,nM,20000,IC50,uM,20,N#Cc1ccc(C(=O)n2cc(/C=C3\CN(Cc4ccccc4)CCC3=O)c3ccccc32)cc1
CHEMBL422971,5.22,IC50,nM,6000,IC50,uM,6,O=C1/C(=C/c2cc[nH]c2)CN(Cc2ccccc2)C/C1=C\c1cc[nH]c1
CHEMBL340854,4.6,IC50,nM,25000,IC50,uM,25,O=C1CCN(Cc2ccccc2)C/C1=C\c1c[nH]c2ccc(OCc3ccccc3)cc12
CHEMBL340599,4.3,IC50,nM,50000,IC50,uM,50,O=C1CCN(Cc2ccccc2)C/C1=C\c1cn(C(=O)c2ccc(Cl)cc2)c2ccccc12
CHEMBL128292,4.3,IC50,nM,50000,IC50,uM,50,O=C1CCN(Cc2ccccc2)C/C1=C\c1cn(C(=O)c2ccc([N+](=O)[O-])cc2)c2ccccc12
CHEMBL348318,5.48,IC50,nM,3300,IC50,nM,3300,CN1CCC(C2Cc3ccccc3C2=O)CC1
CHEMBL263322,8.82,IC50,nM,1.5,IC50,nM,1.5,CN1CCC(CCCC2Cc3ccccc3C2=O)CC1
CHEMBL340216,5.22,IC50,nM,6000,IC50,uM,6,COc1ccc2[nH]cc(/C=C3\CN(Cc4ccccc4)CCC3=O)c2c1
CHEMBL131286,4.22,IC50,nM,60000,IC50,uM,60,O=C1CCN(Cc2ccccc2)C/C1=C\c1cn(C(=O)c2ccc(F)cc2)c2ccccc12
CHEMBL131318,4.1,IC50,nM,80000,IC50,uM,80,COc1ccc2c(c1)c(/C=C1\CN(Cc3ccccc3)CCC1=O)cn2C(=O)c1ccccc1
CHEMBL340929,4.52,IC50,nM,30000,IC50,uM,30,CC(C)(C)OC(=O)n1cc(/C=C2\CN(Cc3ccccc3)CCC2=O)c2ccccc21
CHEMBL156157,7.03,IC50,nM,94,IC50,nM,94,CN1CCN(CC2Cc3ccccc3C2=O)CC1
CHEMBL129684,4.96,IC50,nM,11000,IC50,uM,11,CC(=O)n1cc(/C=C2\CN(Cc3ccccc3)CCC2=O)c2ccccc21
CHEMBL502,7.4,IC50,nM,40,IC50,uM,0.04,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2
CHEMBL155121,6.66,IC50,nM,220,IC50,nM,220,CC1CCN(Cc2cccc3ccccc23)CC1
CHEMBL153865,8.28,IC50,nM,5.3,IC50,nM,5.3,CN1CCC(C[C@@H]2Cc3ccccc3C2=O)CC1
CHEMBL157410,5.36,IC50,nM,4400,IC50,nM,4400,CN1CCC(CC2=Cc3ccccc3C2)CC1
CHEMBL155945,9.09,IC50,nM,0.82,IC50,nM,0.82,CN1CCC(CC/C=C2\Cc3ccccc3C2=O)CC1
CHEMBL158232,8.28,IC50,nM,5.3,IC50,nM,5.3,CC1CCN(Cc2ccccc2)CC1
CHEMBL340409,4.96,IC50,nM,11000,IC50,uM,11,O=C1CCN(Cc2ccccc2)C/C1=C\c1ccc[nH]1
